id,month,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,brand_new_vehicles,pre_owned_vehicles,category_non_transport,category_transport,district,mmm,quarter,fiscal_year
1136,2022-05-01,869,280,20,10,769,111,14,139,146,1017,143,19,1125,54,1021,158,Jangoan,May,Q1,2022
1137,2022-05-01,834,190,12,5,736,127,12,69,97,891,135,15,993,48,932,109,Rajanna Sircilla,May,Q1,2022
1138,2022-05-01,2941,875,27,20,2550,454,20,351,488,3335,435,91,3736,127,3365,498,Nalgonda,May,Q1,2022
1139,2022-05-01,956,220,9,9,874,83,16,87,134,1065,112,17,1156,38,1049,145,Wanaparthy,May,Q1,2022
1140,2022-05-01,17691,2267,872,208,13286,6347,2,29,1374,14296,5722,972,18577,2461,19735,1303,Rangareddy,May,Q1,2022
1141,2022-06-01,21087,3187,1029,650,16312,7009,0,42,2590,18012,6567,1337,22938,3015,23438,2515,Rangareddy,Jun,Q1,2022
1142,2022-06-01,1668,343,6,11,1471,209,17,106,225,1752,218,58,1971,57,1794,234,Kamareddy,Jun,Q1,2022
1143,2022-06-01,942,235,12,0,848,132,7,111,91,1036,127,26,1124,65,1095,94,Rajanna Sircilla,Jun,Q1,2022
1144,2022-06-01,953,390,9,14,880,107,27,229,123,1220,127,19,1298,68,1220,146,Jangoan,Jun,Q1,2022
1145,2022-06-01,949,492,6,4,799,112,18,284,238,1254,169,28,1390,61,1199,252,Jayashankar Bhupalpally,Jun,Q1,2022
1146,2022-06-01,1999,551,17,15,1771,313,81,142,275,2139,374,65,2407,175,2231,351,Mahabubnagar,Jun,Q1,2022
1147,2022-06-01,1994,690,17,59,1736,342,27,444,211,2322,332,104,2621,139,2535,225,Siddipet,Jun,Q1,2022
1148,2022-06-01,1235,620,4,12,1063,194,29,180,405,1596,236,37,1785,86,1447,424,Nagarkurnool,Jun,Q1,2022
1149,2022-06-01,1704,265,42,22,1517,222,12,109,173,1735,254,44,1926,107,1848,185,Jagtial,Jun,Q1,2022
1150,2022-06-01,918,217,14,4,866,78,8,87,114,1033,89,27,1107,46,1033,120,Jogulamba Gadwal,Jun,Q1,2022
1151,2022-06-01,1352,360,23,6,1212,208,25,136,160,1499,204,38,1611,130,1560,181,Peddapalli,Jun,Q1,2022
1152,2022-06-01,2993,740,30,18,2557,552,180,232,260,2983,709,89,3523,258,3350,431,Vikarabad,Jun,Q1,2022
1153,2022-06-01,1299,255,11,6,1119,235,20,46,151,1289,209,63,1458,113,1406,165,Mancherial,Jun,Q1,2022
1154,2022-06-01,2818,1043,36,23,2443,486,33,413,545,3313,501,104,3717,203,3353,567,Nalgonda,Jun,Q1,2022
1155,2022-06-01,2066,1009,53,40,1830,345,47,437,509,2663,369,134,3045,123,2618,550,Suryapet,Jun,Q1,2022
1156,2022-06-01,1033,248,52,6,964,141,15,98,121,1130,166,43,1306,33,1205,134,Nirmal,Jun,Q1,2022
1157,2022-06-01,1731,623,28,28,1431,340,9,268,362,2000,348,58,2301,109,2047,363,Yadadri Bhuvanagiri,Jun,Q1,2022
1158,2022-06-01,2612,1631,57,43,1976,475,60,148,1684,3305,796,226,4118,225,2632,1711,Karimnagar,Jun,Q1,2022
1159,2022-06-01,864,303,21,3,782,128,26,127,128,1014,154,21,1130,61,1043,148,Wanaparthy,Jun,Q1,2022
1160,2022-06-01,23776,2243,1182,1084,20321,5332,743,2,1887,21474,5714,1085,24535,3750,25709,2576,Hyderabad,Jun,Q1,2022
1161,2022-06-01,20400,3045,962,324,16529,6076,0,31,2095,17940,5530,1217,21941,2790,22694,2037,Medchal_Malkajgiri,Jun,Q1,2022
1162,2022-06-01,4864,939,159,176,4039,1341,127,220,411,4591,1274,247,5467,671,5623,515,Sangareddy,Jun,Q1,2022
1163,2022-06-01,3147,580,87,15,2750,562,79,155,283,3131,607,91,3667,162,3473,356,Nizamabad,Jun,Q1,2022
1164,2022-06-01,1324,719,10,49,1156,223,23,377,323,1828,209,65,2014,88,1764,338,Medak,Jun,Q1,2022
1165,2022-06-01,2990,1089,19,222,2584,578,252,379,527,3431,772,115,4025,295,3677,643,Khammam,Jun,Q1,2022
1166,2022-06-01,1182,476,2,20,1060,114,54,195,257,1446,185,49,1607,73,1378,302,Mahabubabad,Jun,Q1,2022
1167,2022-06-01,1776,772,13,2,1532,319,83,353,276,2115,376,70,2445,118,2204,359,Bhadradri Kothagudem,Jun,Q1,2022
1168,2022-06-01,893,225,9,2,780,152,47,14,136,895,180,54,1088,41,948,181,Adilabad,Jun,Q1,2022
1169,2022-06-01,2008,403,44,68,1762,297,76,106,284,2058,389,78,2394,131,2171,354,Warangal,Jun,Q1,2022
1170,2022-06-01,544,145,2,0,509,37,12,16,117,628,52,11,666,25,564,127,Kumurambheem Asifabad,Jun,Q1,2022
1171,2022-07-01,933,184,33,0,883,121,40,15,91,985,150,15,1109,41,1019,131,Adilabad,Jul,Q2,2022
1172,2022-07-01,366,112,2,0,335,41,6,12,86,423,49,8,465,15,388,92,Kumurambheem Asifabad,Jul,Q2,2022
1173,2022-07-01,1395,604,10,4,1159,277,76,139,362,1591,343,71,1918,95,1581,432,Bhadradri Kothagudem,Jul,Q2,2022
1174,2022-07-01,1031,314,4,38,923,122,58,102,182,1173,182,31,1341,46,1147,240,Mahabubabad,Jul,Q2,2022
1175,2022-07-01,2390,956,16,217,2019,553,243,179,585,2746,723,106,3363,216,2797,782,Khammam,Jul,Q2,2022
1176,2022-07-01,2243,436,196,24,2118,430,88,82,181,2336,488,73,2709,190,2634,265,Nizamabad,Jul,Q2,2022
1177,2022-07-01,1249,219,22,10,1103,160,26,62,149,1263,204,33,1430,70,1329,171,Kamareddy,Jul,Q2,2022
1178,2022-07-01,4248,843,239,182,3506,1263,170,124,449,3990,1272,246,4856,656,4913,599,Sangareddy,Jul,Q2,2022
1179,2022-07-01,17964,2815,860,367,14425,5649,0,31,1901,15625,5188,1083,19475,2531,20154,1852,Medchal_Malkajgiri,Jul,Q2,2022
1180,2022-07-01,21496,2226,1260,994,18524,5147,589,6,1710,19512,5404,1056,22275,3701,23736,2240,Hyderabad,Jul,Q2,2022
1181,2022-07-01,839,290,12,16,778,106,31,108,134,992,128,29,1098,59,996,161,Wanaparthy,Jul,Q2,2022
1182,2022-07-01,18395,2734,1112,393,13733,6922,6,40,1933,15096,6327,1120,19790,2844,20773,1861,Rangareddy,Jul,Q2,2022
1183,2022-07-01,1616,284,28,103,1419,234,100,79,199,1632,354,43,1894,137,1739,292,Warangal,Jul,Q2,2022
1184,2022-07-01,941,367,26,51,834,191,29,140,191,1156,208,21,1284,101,1173,212,Medak,Jul,Q2,2022
1185,2022-07-01,1497,461,22,35,1202,389,24,153,247,1571,374,68,1874,141,1746,269,Yadadri Bhuvanagiri,Jul,Q2,2022
1186,2022-07-01,1194,222,46,8,1074,195,12,103,86,1233,209,28,1343,127,1376,94,Jagtial,Jul,Q2,2022
1187,2022-07-01,1727,631,56,44,1569,251,52,230,356,2097,286,73,2335,123,2058,400,Suryapet,Jul,Q2,2022
1188,2022-07-01,2006,1381,112,53,1532,377,101,99,1443,2638,729,173,3321,231,2024,1528,Karimnagar,Jul,Q2,2022
1189,2022-07-01,854,251,12,14,772,91,18,120,130,999,116,16,1075,56,987,144,Jangoan,Jul,Q2,2022
1190,2022-07-01,750,307,14,4,662,110,14,199,90,927,126,22,1022,53,971,104,Jayashankar Bhupalpally,Jul,Q2,2022
1191,2022-07-01,1985,508,21,24,1732,358,59,115,274,2045,399,82,2369,169,2211,327,Mahabubnagar,Jul,Q2,2022
1192,2022-07-01,1512,503,82,63,1387,299,40,277,157,1789,336,35,1971,189,1971,189,Siddipet,Jul,Q2,2022
1193,2022-07-01,1387,455,10,17,1204,199,20,143,303,1600,235,34,1784,85,1552,317,Nagarkurnool,Jul,Q2,2022
1194,2022-07-01,527,142,26,2,478,93,6,42,78,586,92,19,656,41,613,84,Rajanna Sircilla,Jul,Q2,2022
1195,2022-07-01,967,261,3,0,918,81,8,106,118,1132,76,23,1164,67,1109,122,Jogulamba Gadwal,Jul,Q2,2022
1196,2022-07-01,836,261,26,6,743,143,16,76,151,950,145,34,1039,90,962,167,Peddapalli,Jul,Q2,2022
1197,2022-07-01,2313,583,86,47,1966,496,129,176,262,2338,611,78,2827,202,2654,375,Vikarabad,Jul,Q2,2022
1198,2022-07-01,860,294,20,10,725,188,23,68,180,930,195,55,1080,104,981,203,Mancherial,Jul,Q2,2022
1199,2022-07-01,2706,748,42,57,2402,442,68,236,405,2970,495,88,3358,195,3089,464,Nalgonda,Jul,Q2,2022
1200,2022-07-01,944,190,27,10,855,134,34,64,84,969,170,32,1125,46,1053,118,Nirmal,Jul,Q2,2022
1201,2022-08-01,1648,298,37,69,1389,338,38,79,208,1628,367,55,1953,99,1812,240,Yadadri Bhuvanagiri,Aug,Q2,2022
1202,2022-08-01,2032,180,62,162,1854,292,151,37,104,1958,416,62,2255,183,2187,251,Warangal,Aug,Q2,2022
1203,2022-08-01,840,180,36,0,757,138,30,23,108,884,161,11,1023,33,920,136,Adilabad,Aug,Q2,2022
1204,2022-08-01,1673,379,23,16,1471,284,54,116,166,1709,324,54,1960,131,1877,214,Bhadradri Kothagudem,Aug,Q2,2022
1205,2022-08-01,1080,177,6,69,967,121,82,26,136,1090,211,29,1266,66,1114,218,Mahabubabad,Aug,Q2,2022
1206,2022-08-01,3053,443,41,233,2677,561,253,135,148,2938,749,87,3509,265,3383,391,Khammam,Aug,Q2,2022
1207,2022-08-01,452,101,14,0,424,52,22,7,62,483,68,14,539,28,483,84,Kumurambheem Asifabad,Aug,Q2,2022
1208,2022-08-01,4802,886,261,389,3833,1543,327,79,556,4358,1735,229,5620,718,5482,856,Sangareddy,Aug,Q2,2022
1209,2022-08-01,1212,268,24,64,1027,251,63,75,152,1240,310,18,1478,90,1363,205,Medak,Aug,Q2,2022
1210,2022-08-01,20361,2840,1151,378,16617,6225,8,16,1864,17820,5776,1044,21812,2918,22909,1821,Medchal_Malkajgiri,Aug,Q2,2022
1211,2022-08-01,24384,2114,2782,1152,22585,5331,981,6,1529,23539,5921,960,26239,4193,27976,2456,Hyderabad,Aug,Q2,2022
1212,2022-08-01,848,215,13,7,765,115,32,69,102,922,149,12,1022,61,959,124,Wanaparthy,Aug,Q2,2022
1213,2022-08-01,21234,2934,1442,665,16093,7696,10,33,2443,17561,7434,1221,23171,3104,23882,2393,Rangareddy,Aug,Q2,2022
1214,2022-08-01,3167,483,142,16,2781,655,90,84,198,3008,677,121,3575,233,3536,272,Nizamabad,Aug,Q2,2022
1215,2022-08-01,2843,775,90,158,2260,511,120,48,929,2803,882,179,3554,314,2829,1039,Karimnagar,Aug,Q2,2022
1216,2022-08-01,1335,354,14,10,1161,217,29,130,176,1429,245,37,1628,85,1516,197,Nagarkurnool,Aug,Q2,2022
1217,2022-08-01,2845,509,35,73,2443,500,81,126,312,2793,591,78,3212,250,3079,383,Nalgonda,Aug,Q2,2022
1218,2022-08-01,1598,207,24,21,1408,249,34,51,108,1526,274,50,1786,64,1718,132,Kamareddy,Aug,Q2,2022
1219,2022-08-01,1039,183,44,10,943,179,22,43,89,1065,192,19,1194,82,1167,109,Rajanna Sircilla,Aug,Q2,2022
1220,2022-08-01,939,174,14,30,827,136,33,76,85,966,171,20,1070,87,1043,114,Jangoan,Aug,Q2,2022
1221,2022-08-01,882,168,35,21,783,137,18,94,74,919,167,20,1038,68,1014,92,Jayashankar Bhupalpally,Aug,Q2,2022
1222,2022-08-01,2006,375,32,23,1775,325,60,46,230,1998,391,47,2217,219,2152,284,Mahabubnagar,Aug,Q2,2022
1223,2022-08-01,2027,343,103,97,1840,365,62,127,178,2107,410,55,2362,210,2340,232,Siddipet,Aug,Q2,2022
1224,2022-08-01,1966,388,65,60,1805,275,65,79,255,2096,342,41,2269,210,2171,308,Suryapet,Aug,Q2,2022
1225,2022-08-01,1001,159,49,12,898,180,20,57,66,1005,197,19,1166,55,1141,80,Nirmal,Aug,Q2,2022
1226,2022-08-01,1361,200,32,10,1202,207,16,65,113,1337,209,57,1521,82,1480,123,Jagtial,Aug,Q2,2022
1227,2022-08-01,1150,195,5,6,1094,79,20,61,102,1245,99,12,1275,81,1236,120,Jogulamba Gadwal,Aug,Q2,2022
1228,2022-08-01,1227,200,30,4,1078,215,31,40,97,1190,245,26,1344,117,1339,122,Peddapalli,Aug,Q2,2022
1229,2022-08-01,2459,532,75,78,2056,608,142,112,226,2328,724,92,2894,250,2800,344,Vikarabad,Aug,Q2,2022
1230,2022-08-01,1229,264,30,6,1069,231,58,18,153,1217,269,41,1403,126,1330,199,Mancherial,Aug,Q2,2022
1231,2022-09-01,3216,693,56,63,2866,500,86,197,379,3385,552,91,3781,247,3573,455,Nalgonda,Sep,Q2,2022
1232,2022-09-01,976,219,24,10,843,149,45,33,159,977,230,20,1129,100,1025,204,Mancherial,Sep,Q2,2022
1233,2022-09-01,2369,702,72,142,2042,569,227,139,308,2446,751,88,3027,258,2767,518,Vikarabad,Sep,Q2,2022
1234,2022-09-01,1068,202,41,14,947,196,54,60,68,1056,244,25,1229,96,1208,117,Peddapalli,Sep,Q2,2022
1235,2022-09-01,1000,215,2,0,961,72,19,60,105,1120,76,21,1116,101,1103,114,Jogulamba Gadwal,Sep,Q2,2022
1236,2022-09-01,1264,239,42,12,1139,172,24,117,105,1327,189,41,1481,76,1428,129,Jagtial,Sep,Q2,2022
1237,2022-09-01,1745,501,64,104,1551,356,60,228,219,1946,402,66,2218,196,2147,267,Siddipet,Sep,Q2,2022
1238,2022-09-01,1274,553,12,20,1108,215,35,242,259,1575,248,36,1757,102,1575,284,Nagarkurnool,Sep,Q2,2022
1239,2022-09-01,1384,332,34,26,1223,231,32,104,186,1450,264,62,1692,84,1560,216,Kamareddy,Sep,Q2,2022
1240,2022-09-01,1765,523,39,14,1555,370,65,71,280,1865,407,63,2181,160,2010,331,Mahabubnagar,Sep,Q2,2022
1241,2022-09-01,925,226,18,4,826,130,8,147,62,1029,131,13,1093,80,1104,69,Jayashankar Bhupalpally,Sep,Q2,2022
1242,2022-09-01,909,243,17,43,827,117,52,118,102,1034,159,23,1108,108,1064,152,Jangoan,Sep,Q2,2022
1243,2022-09-01,1952,507,41,67,1751,326,78,181,231,2107,375,83,2417,150,2264,303,Suryapet,Sep,Q2,2022
1244,2022-09-01,935,242,60,23,887,149,50,97,77,1048,180,32,1199,61,1135,125,Nirmal,Sep,Q2,2022
1245,2022-09-01,768,210,52,8,739,113,27,85,74,896,136,6,950,88,939,99,Rajanna Sircilla,Sep,Q2,2022
1246,2022-09-01,2572,687,114,88,1973,456,118,115,803,2452,844,169,3192,273,2554,911,Karimnagar,Sep,Q2,2022
1247,2022-09-01,1900,268,74,211,1697,309,215,52,184,1911,495,51,2275,182,2060,397,Warangal,Sep,Q2,2022
1248,2022-09-01,1618,606,12,79,1383,335,61,185,351,1874,378,63,2169,146,1921,394,Yadadri Bhuvanagiri,Sep,Q2,2022
1249,2022-09-01,20345,3014,1303,887,15735,7359,6,36,2413,16966,7325,1232,22284,3265,23212,2337,Rangareddy,Sep,Q2,2022
1250,2022-09-01,923,265,6,12,808,137,32,107,122,1009,165,32,1079,127,1064,142,Wanaparthy,Sep,Q2,2022
1251,2022-09-01,23069,2104,2304,1309,21066,4931,1102,0,1687,22192,5547,1047,24874,3912,26055,2731,Hyderabad,Sep,Q2,2022
1252,2022-09-01,4849,940,444,588,3972,1513,533,142,661,4707,1839,263,6068,753,5665,1156,Sangareddy,Sep,Q2,2022
1253,2022-09-01,1069,433,37,81,932,230,67,180,211,1307,280,33,1502,118,1364,256,Medak,Sep,Q2,2022
1254,2022-09-01,19679,3176,1308,371,16007,6494,4,34,1992,17484,5796,1220,21484,3050,22625,1909,Medchal_Malkajgiri,Sep,Q2,2022
1255,2022-09-01,442,131,6,2,429,27,23,16,86,528,44,9,558,23,472,109,Kumurambheem Asifabad,Sep,Q2,2022
1256,2022-09-01,3098,951,113,395,2794,559,407,142,655,3530,939,88,4226,331,3604,953,Khammam,Sep,Q2,2022
1257,2022-09-01,1007,220,7,93,915,113,90,48,161,1088,216,23,1245,82,1081,246,Mahabubabad,Sep,Q2,2022
1258,2022-09-01,1695,450,30,16,1462,328,45,156,200,1782,363,46,2019,172,1949,242,Bhadradri Kothagudem,Sep,Q2,2022
1259,2022-09-01,843,235,45,0,807,117,24,37,138,976,138,9,1057,66,961,162,Adilabad,Sep,Q2,2022
1260,2022-09-01,2827,579,157,31,2511,603,98,156,226,2850,634,110,3339,255,3306,288,Nizamabad,Sep,Q2,2022
1261,2022-10-01,1196,186,57,8,1149,119,33,90,56,1284,152,11,1359,88,1359,88,Jagtial,Oct,Q3,2022
1262,2022-10-01,1113,207,10,11,1002,133,51,30,125,1133,183,25,1239,102,1165,176,Mancherial,Oct,Q3,2022
1263,2022-10-01,2329,501,40,83,2089,361,164,173,166,2401,501,51,2721,232,2635,318,Vikarabad,Oct,Q3,2022
1264,2022-10-01,1042,192,37,20,965,129,32,73,93,1108,160,23,1182,110,1173,119,Peddapalli,Oct,Q3,2022
1265,2022-10-01,1225,174,12,4,1194,57,7,81,76,1347,57,11,1309,106,1334,81,Jogulamba Gadwal,Oct,Q3,2022
1266,2022-10-01,883,271,87,10,896,99,29,141,86,1118,116,17,1215,36,1140,111,Nirmal,Oct,Q3,2022
1267,2022-10-01,2928,632,45,28,2732,298,51,249,303,3263,339,31,3423,210,3285,348,Nalgonda,Oct,Q3,2022
1268,2022-10-01,1311,385,55,60,1222,190,46,230,123,1557,231,23,1701,110,1651,160,Siddipet,Oct,Q3,2022
1269,2022-10-01,1860,344,35,7,1696,231,71,67,181,1920,287,38,2108,138,2001,245,Mahabubnagar,Oct,Q3,2022
1270,2022-10-01,790,204,13,13,730,83,11,157,39,920,88,12,970,50,970,50,Jayashankar Bhupalpally,Oct,Q3,2022
1271,2022-10-01,698,193,17,26,657,66,27,115,69,831,94,9,885,49,839,95,Jangoan,Oct,Q3,2022
1272,2022-10-01,733,203,23,5,687,85,8,74,110,861,90,13,898,66,848,116,Rajanna Sircilla,Oct,Q3,2022
1273,2022-10-01,1203,515,6,7,1075,113,31,123,389,1527,182,22,1634,97,1315,416,Nagarkurnool,Oct,Q3,2022
1274,2022-10-01,1776,780,70,49,1723,179,47,232,494,2423,207,45,2531,144,2134,541,Suryapet,Oct,Q3,2022
1275,2022-10-01,1356,257,16,27,1250,131,33,63,179,1439,175,41,1579,77,1449,207,Kamareddy,Oct,Q3,2022
1276,2022-10-01,1361,396,14,44,1252,152,45,217,149,1600,189,26,1726,89,1625,190,Yadadri Bhuvanagiri,Oct,Q3,2022
1277,2022-10-01,15261,1521,793,608,12544,4384,1,39,1215,13140,4417,611,15852,2331,16994,1189,Rangareddy,Oct,Q3,2022
1278,2022-10-01,1020,189,9,4,965,68,38,69,82,1098,114,10,1164,58,1103,119,Wanaparthy,Oct,Q3,2022
1279,2022-10-01,18235,1105,1520,802,16852,3086,666,0,1057,17640,3564,455,18905,2757,19947,1715,Hyderabad,Oct,Q3,2022
1280,2022-10-01,15682,1725,746,221,13600,3650,1,34,1089,14443,3342,580,16401,1973,17320,1054,Medchal_Malkajgiri,Oct,Q3,2022
1281,2022-10-01,3950,696,181,275,3389,941,292,177,303,3836,1154,110,4573,529,4529,573,Sangareddy,Oct,Q3,2022
1282,2022-10-01,1020,397,19,43,926,139,49,174,191,1283,175,20,1404,75,1250,229,Medak,Oct,Q3,2022
1283,2022-10-01,2102,409,103,85,1799,287,104,86,426,2080,531,91,2500,202,2180,522,Karimnagar,Oct,Q3,2022
1284,2022-10-01,480,128,8,2,463,27,25,7,96,559,52,7,590,28,497,121,Kumurambheem Asifabad,Oct,Q3,2022
1285,2022-10-01,2345,777,42,195,2084,341,206,164,564,2713,568,78,3181,178,2619,740,Khammam,Oct,Q3,2022
1286,2022-10-01,957,213,4,42,908,69,45,63,131,1082,115,19,1153,63,1040,176,Mahabubabad,Oct,Q3,2022
1287,2022-10-01,1651,476,14,32,1513,168,90,217,185,1886,252,35,2040,133,1901,272,Bhadradri Kothagudem,Oct,Q3,2022
1288,2022-10-01,1021,205,26,4,954,113,16,63,110,1121,121,13,1203,53,1131,125,Adilabad,Oct,Q3,2022
1289,2022-10-01,1713,190,44,122,1604,184,115,42,125,1746,290,34,1943,127,1834,236,Warangal,Oct,Q3,2022
1290,2022-10-01,2698,420,167,20,2573,352,80,141,159,2843,427,35,3118,187,3071,234,Nizamabad,Oct,Q3,2022
1291,2022-11-01,664,166,17,11,584,121,32,16,105,687,140,29,779,79,721,137,Mancherial,Nov,Q3,2022
1292,2022-11-01,863,226,14,67,751,141,85,73,120,912,235,23,1081,89,973,197,Vikarabad,Nov,Q3,2022
1293,2022-11-01,602,139,20,19,520,108,29,44,79,614,135,31,706,74,672,108,Peddapalli,Nov,Q3,2022
1294,2022-11-01,499,102,8,1,472,42,4,44,48,563,42,5,562,48,558,52,Jogulamba Gadwal,Nov,Q3,2022
1295,2022-11-01,659,120,33,10,619,79,13,65,46,722,83,17,759,63,764,58,Jagtial,Nov,Q3,2022
1296,2022-11-01,530,144,35,5,513,66,14,70,51,630,79,5,681,33,650,64,Nirmal,Nov,Q3,2022
1297,2022-11-01,537,145,21,10,496,72,10,92,43,626,79,8,668,45,660,53,Jayashankar Bhupalpally,Nov,Q3,2022
1298,2022-11-01,902,288,69,55,872,144,43,161,94,1111,179,23,1188,126,1179,135,Siddipet,Nov,Q3,2022
1299,2022-11-01,975,274,30,26,884,163,53,59,146,1065,201,38,1192,113,1107,198,Mahabubnagar,Nov,Q3,2022
1300,2022-11-01,470,145,9,25,438,51,26,82,52,564,72,13,609,40,571,78,Jangoan,Nov,Q3,2022
1301,2022-11-01,339,133,40,8,326,69,6,56,63,437,67,15,479,41,451,69,Rajanna Sircilla,Nov,Q3,2022
1302,2022-11-01,721,148,10,19,640,100,17,54,87,740,127,31,837,61,797,101,Kamareddy,Nov,Q3,2022
1303,2022-11-01,1575,438,38,28,1436,222,31,165,225,1797,251,31,1947,132,1826,253,Nalgonda,Nov,Q3,2022
1304,2022-11-01,660,336,8,14,530,96,11,80,301,836,164,18,967,51,718,300,Nagarkurnool,Nov,Q3,2022
1305,2022-11-01,1052,675,56,42,979,159,42,125,520,1569,183,71,1699,126,1269,556,Suryapet,Nov,Q3,2022
1306,2022-11-01,1137,267,73,62,853,214,61,64,347,1023,423,93,1428,111,1136,403,Karimnagar,Nov,Q3,2022
1307,2022-11-01,852,290,13,29,752,137,21,146,128,1013,150,21,1094,90,1039,145,Yadadri Bhuvanagiri,Nov,Q3,2022
1308,2022-11-01,10403,1548,851,183,8208,3826,3,53,895,8962,3451,571,11401,1584,12121,864,Rangareddy,Nov,Q3,2022
1309,2022-11-01,421,155,10,11,393,63,13,58,70,511,75,11,562,35,518,79,Wanaparthy,Nov,Q3,2022
1310,2022-11-01,12041,966,1336,834,10859,2750,730,2,835,11425,3244,505,13069,2108,13624,1553,Hyderabad,Nov,Q3,2022
1311,2022-11-01,10763,1184,939,223,9173,3078,7,8,843,9775,2834,491,11254,1855,12281,828,Medchal_Malkajgiri,Nov,Q3,2022
1312,2022-11-01,686,259,23,34,630,89,35,116,132,872,116,14,936,66,838,164,Medak,Nov,Q3,2022
1313,2022-11-01,1448,287,104,19,1335,263,66,86,108,1513,299,46,1744,114,1688,170,Nizamabad,Nov,Q3,2022
1314,2022-11-01,2361,487,167,261,1958,742,234,85,257,2255,921,100,2903,373,2802,474,Sangareddy,Nov,Q3,2022
1315,2022-11-01,1373,457,54,144,1201,294,147,78,308,1506,469,53,1900,128,1577,451,Khammam,Nov,Q3,2022
1316,2022-11-01,521,135,8,32,480,54,43,46,73,586,102,8,652,44,580,116,Mahabubabad,Nov,Q3,2022
1317,2022-11-01,968,247,13,39,848,163,77,85,94,1015,231,21,1176,91,1100,167,Bhadradri Kothagudem,Nov,Q3,2022
1318,2022-11-01,499,150,24,3,475,66,11,43,81,595,72,9,643,33,584,92,Adilabad,Nov,Q3,2022
1319,2022-11-01,866,150,32,76,806,105,80,41,93,921,181,23,1037,88,953,172,Warangal,Nov,Q3,2022
1320,2022-11-01,241,85,7,1,228,21,12,6,67,298,33,3,316,18,255,79,Kumurambheem Asifabad,Nov,Q3,2022
1321,2022-12-01,692,121,26,11,589,153,17,42,49,672,167,11,799,51,785,65,Jagtial,Dec,Q3,2022
1322,2022-12-01,645,152,29,6,525,160,28,19,100,626,177,28,763,69,710,122,Mancherial,Dec,Q3,2022
1323,2022-12-01,892,316,17,89,709,218,94,96,197,955,320,39,1213,101,1033,281,Vikarabad,Dec,Q3,2022
1324,2022-12-01,674,137,21,10,522,185,19,39,77,611,206,25,768,74,746,96,Peddapalli,Dec,Q3,2022
1325,2022-12-01,472,82,3,4,419,66,5,36,35,487,66,8,512,49,522,39,Jogulamba Gadwal,Dec,Q3,2022
1326,2022-12-01,490,149,24,5,437,106,11,63,50,548,112,8,641,27,609,59,Nirmal,Dec,Q3,2022
1327,2022-12-01,915,164,21,24,799,142,23,41,119,930,170,24,1069,55,990,134,Kamareddy,Dec,Q3,2022
1328,2022-12-01,1019,270,40,50,884,224,22,134,115,1107,232,40,1269,110,1249,130,Siddipet,Dec,Q3,2022
1329,2022-12-01,1065,328,13,58,893,252,71,76,172,1111,320,33,1377,87,1229,235,Mahabubnagar,Dec,Q3,2022
1330,2022-12-01,452,176,22,15,389,95,14,93,74,544,108,13,619,46,581,84,Jayashankar Bhupalpally,Dec,Q3,2022
1331,2022-12-01,442,124,11,28,377,90,28,56,55,481,113,12,572,34,527,79,Jangoan,Dec,Q3,2022
1332,2022-12-01,461,98,24,9,400,96,13,29,54,475,107,10,543,49,525,67,Rajanna Sircilla,Dec,Q3,2022
1333,2022-12-01,1551,391,29,33,1229,389,41,107,238,1531,429,44,1831,173,1736,268,Nalgonda,Dec,Q3,2022
1334,2022-12-01,717,380,11,25,496,141,15,76,405,851,246,36,1084,49,721,412,Nagarkurnool,Dec,Q3,2022
1335,2022-12-01,1075,351,29,84,873,208,59,96,303,1132,313,92,1443,96,1182,357,Suryapet,Dec,Q3,2022
1336,2022-12-01,229,96,8,0,207,35,20,7,64,275,53,5,316,17,252,81,Kumurambheem Asifabad,Dec,Q3,2022
1337,2022-12-01,804,241,28,41,657,213,32,61,151,849,221,44,1025,89,939,175,Yadadri Bhuvanagiri,Dec,Q3,2022
1338,2022-12-01,1368,265,44,76,925,375,53,56,344,1083,524,146,1630,123,1363,390,Karimnagar,Dec,Q3,2022
1339,2022-12-01,449,156,7,9,360,102,10,82,67,487,110,24,584,37,549,72,Wanaparthy,Dec,Q3,2022
1340,2022-12-01,11527,1031,1040,552,9431,3571,383,0,765,9847,3743,560,12076,2074,13015,1135,Hyderabad,Dec,Q3,2022
1341,2022-12-01,11079,1401,869,229,8040,4649,7,7,875,8674,4282,614,11726,1852,12717,861,Medchal_Malkajgiri,Dec,Q3,2022
1342,2022-12-01,2523,566,200,207,1813,1098,153,103,329,2185,1145,164,3101,395,3035,461,Sangareddy,Dec,Q3,2022
1343,2022-12-01,735,287,30,46,620,175,37,121,145,873,205,20,1032,66,919,179,Medak,Dec,Q3,2022
1344,2022-12-01,11086,1653,727,426,7424,5330,1,62,1075,8069,5131,680,12274,1618,12861,1031,Rangareddy,Dec,Q3,2022
1345,2022-12-01,1419,302,41,117,1112,430,115,48,174,1282,532,65,1726,153,1594,285,Khammam,Dec,Q3,2022
1346,2022-12-01,518,145,14,27,458,81,37,43,85,571,112,21,654,50,584,120,Mahabubabad,Dec,Q3,2022
