id,month,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,brand_new_vehicles,pre_owned_vehicles,category_non_transport,category_transport,district,mmm,quarter,fiscal_year
211,2019-11-01,1533,389,0,0,1489,95,54,106,178,1754,151,17,1873,49,1693,229,Rajanna Sircilla,Nov,Q3,2019
212,2019-11-01,21086,3326,167,30,16032,4808,0,20,3749,19267,4669,657,22620,1989,20943,3666,Rangareddy,Nov,Q3,2019
213,2019-11-01,1744,329,2,0,1720,59,92,94,110,1908,161,6,2039,36,1883,192,Wanaparthy,Nov,Q3,2019
214,2019-11-01,26996,3008,58,1547,24431,4271,1509,4,1394,25359,5632,616,28828,2781,28769,2840,Hyderabad,Nov,Q3,2019
215,2019-11-01,22203,3672,113,57,19717,4404,0,22,1902,21137,4271,629,24079,1966,24213,1832,Medchal_Malkajgiri,Nov,Q3,2019
216,2019-11-01,5537,1372,15,51,5064,816,453,175,467,5593,1284,94,6573,402,6091,884,Sangareddy,Nov,Q3,2019
217,2019-11-01,2474,687,0,0,2405,135,225,123,273,2766,356,39,3069,92,2669,492,Medak,Nov,Q3,2019
218,2019-11-01,5737,908,6,38,5536,396,239,196,322,6030,604,55,6554,135,6153,536,Nizamabad,Nov,Q3,2019
219,2019-11-01,977,244,6,0,964,30,97,11,125,1087,139,1,1207,20,1007,220,Kumurambheem Asifabad,Nov,Q3,2019
220,2019-11-01,1744,486,0,6,1712,50,119,83,272,2036,181,19,2200,36,1855,381,Mahabubabad,Nov,Q3,2019
221,2019-11-01,2438,753,0,2,2296,281,260,96,260,2618,513,62,3077,116,2684,509,Bhadradri Kothagudem,Nov,Q3,2019
222,2019-11-01,1817,394,0,6,1773,98,99,19,228,2006,194,17,2176,41,1900,317,Adilabad,Nov,Q3,2019
223,2019-11-01,5728,1426,5,2,5443,630,267,258,563,6149,881,131,6891,270,6351,810,Warangal,Nov,Q3,2019
224,2019-11-01,2625,805,0,161,2555,188,271,190,387,3064,503,24,3472,119,2951,640,Yadadri Bhuvanagiri,Nov,Q3,2019
225,2019-11-01,3058,789,5,27,2842,391,180,150,316,3277,547,55,3717,162,3393,486,Karimnagar,Nov,Q3,2019
226,2019-11-01,3905,938,0,75,3727,380,288,143,380,4194,663,61,4796,122,4262,656,Khammam,Nov,Q3,2019
227,2019-11-01,3227,818,0,2,3126,231,136,233,321,3570,379,98,3935,112,3597,450,Suryapet,Nov,Q3,2019
228,2019-11-01,3554,418,4,5,3492,103,104,79,203,3737,211,33,3914,67,3680,301,Kamareddy,Nov,Q3,2019
229,2019-11-01,1858,479,0,0,1816,111,64,199,147,2116,185,36,2274,63,2134,203,Jayashankar Bhupalpally,Nov,Q3,2019
230,2019-11-01,4140,959,2,1,4021,284,251,153,393,4466,579,57,4951,151,4473,629,Mahabubnagar,Nov,Q3,2019
231,2019-11-01,3381,855,2,0,3265,236,97,292,348,3854,349,35,4118,120,3806,432,Siddipet,Nov,Q3,2019
232,2019-11-01,2168,551,0,0,2119,123,110,130,237,2459,252,8,2643,76,2376,343,Nagarkurnool,Nov,Q3,2019
233,2019-11-01,2261,559,1,22,2179,167,112,133,252,2526,299,18,2798,45,2491,352,Nirmal,Nov,Q3,2019
234,2019-11-01,1832,437,0,8,1803,54,75,168,177,2118,145,14,2207,70,2036,241,Jangoan,Nov,Q3,2019
235,2019-11-01,2284,259,0,0,2262,55,36,53,137,2442,99,2,2477,66,2372,171,Jogulamba Gadwal,Nov,Q3,2019
236,2019-11-01,2174,518,0,6,2048,224,94,138,194,2327,339,32,2618,80,2422,276,Peddapalli,Nov,Q3,2019
237,2019-11-01,3470,1429,2,0,3339,316,903,112,231,3635,1227,39,4769,132,3784,1117,Vikarabad,Nov,Q3,2019
238,2019-11-01,2564,539,9,4,2471,197,157,35,256,2735,348,33,3001,115,2711,405,Mancherial,Nov,Q3,2019
239,2019-11-01,3792,1090,2,119,3616,371,281,265,470,4267,665,71,4865,138,4271,732,Nalgonda,Nov,Q3,2019
240,2019-11-01,2815,487,0,0,2732,154,92,156,168,3033,247,22,3217,85,3050,252,Jagtial,Nov,Q3,2019
241,2019-12-01,4660,1391,41,7,4207,880,206,221,585,4881,1096,118,5816,283,5332,767,Warangal,Dec,Q3,2019
242,2019-12-01,1129,293,0,4,1054,162,93,8,109,1164,246,16,1404,22,1228,198,Adilabad,Dec,Q3,2019
243,2019-12-01,2295,925,0,4,2100,398,200,245,281,2558,581,85,3114,110,2761,463,Bhadradri Kothagudem,Dec,Q3,2019
244,2019-12-01,1442,443,2,4,1374,140,116,45,216,1596,275,20,1835,56,1563,328,Mahabubabad,Dec,Q3,2019
245,2019-12-01,3226,1162,0,56,2886,628,222,284,422,3529,823,90,4256,188,3812,632,Khammam,Dec,Q3,2019
246,2019-12-01,752,220,0,0,729,46,82,2,113,826,122,24,952,20,779,193,Kumurambheem Asifabad,Dec,Q3,2019
247,2019-12-01,4511,1518,16,132,3691,1400,483,146,457,4177,1840,158,5734,443,5259,918,Sangareddy,Dec,Q3,2019
248,2019-12-01,2128,715,0,0,2035,208,173,216,211,2440,375,26,2734,109,2467,376,Medak,Dec,Q3,2019
249,2019-12-01,17689,4576,57,99,13734,6766,0,16,1905,14977,6617,817,20356,2065,20617,1804,Medchal_Malkajgiri,Dec,Q3,2019
250,2019-12-01,20837,3441,106,1443,17201,5768,1375,0,1483,18055,6949,817,23297,2530,23049,2778,Hyderabad,Dec,Q3,2019
251,2019-12-01,18269,4130,94,67,11851,7044,0,23,3642,14826,6909,816,20486,2074,18995,3565,Rangareddy,Dec,Q3,2019
252,2019-12-01,1949,692,0,524,1801,329,625,127,283,2155,964,46,3090,75,2269,896,Yadadri Bhuvanagiri,Dec,Q3,2019
253,2019-12-01,4814,1243,0,31,4465,675,232,184,532,5109,893,84,5933,155,5344,744,Nizamabad,Dec,Q3,2019
254,2019-12-01,2686,794,22,35,2376,597,149,166,249,2712,719,106,3389,148,3145,392,Karimnagar,Dec,Q3,2019
255,2019-12-01,1206,483,4,0,1137,138,71,233,114,1461,210,22,1640,53,1514,179,Wanaparthy,Dec,Q3,2019
256,2019-12-01,3203,1068,2,188,2961,478,371,229,422,3518,867,76,4332,129,3683,778,Nalgonda,Dec,Q3,2019
257,2019-12-01,2638,578,4,6,2518,225,104,167,212,2834,338,54,3123,103,2924,302,Kamareddy,Dec,Q3,2019
258,2019-12-01,1363,334,2,0,1291,126,25,96,161,1529,158,12,1637,62,1513,186,Rajanna Sircilla,Dec,Q3,2019
259,2019-12-01,1411,466,0,4,1371,91,79,178,162,1679,186,14,1824,57,1646,235,Jangoan,Dec,Q3,2019
260,2019-12-01,1107,448,0,0,1041,125,84,167,138,1318,213,24,1507,48,1337,218,Jayashankar Bhupalpally,Dec,Q3,2019
261,2019-12-01,2409,765,2,2,2266,329,119,177,287,2640,433,101,3048,130,2777,401,Suryapet,Dec,Q3,2019
262,2019-12-01,2708,979,0,12,2564,319,132,376,306,3205,449,45,3509,190,3298,401,Siddipet,Dec,Q3,2019
263,2019-12-01,3490,1224,4,0,3305,450,266,262,435,3922,725,67,4575,143,4033,685,Mahabubnagar,Dec,Q3,2019
264,2019-12-01,1482,468,0,25,1400,182,107,145,141,1676,281,18,1919,56,1733,242,Nirmal,Dec,Q3,2019
265,2019-12-01,2326,557,0,4,2201,212,80,215,179,2563,304,20,2799,88,2634,253,Jagtial,Dec,Q3,2019
266,2019-12-01,1347,321,0,0,1321,95,37,80,135,1516,134,18,1616,52,1500,168,Jogulamba Gadwal,Dec,Q3,2019
267,2019-12-01,1488,509,0,2,1304,311,110,112,162,1552,395,52,1912,87,1733,266,Peddapalli,Dec,Q3,2019
268,2019-12-01,2883,1509,2,0,2664,481,851,118,280,3001,1339,54,4213,181,3277,1117,Vikarabad,Dec,Q3,2019
269,2019-12-01,1622,487,7,4,1466,258,117,39,240,1701,373,44,2047,73,1771,349,Mancherial,Dec,Q3,2019
270,2019-12-01,1722,671,0,0,1634,228,58,179,294,2047,314,32,2313,80,2062,331,Nagarkurnool,Dec,Q3,2019
271,2020-01-01,1660,613,2,4,1548,210,79,229,213,1943,287,49,2214,65,1995,284,Peddapalli,Jan,Q4,2019
272,2020-01-01,1879,389,2,0,1869,40,31,185,145,2183,81,6,2208,62,2100,170,Jogulamba Gadwal,Jan,Q4,2019
273,2020-01-01,2326,624,2,0,2228,178,88,249,209,2674,254,24,2881,71,2666,286,Jagtial,Jan,Q4,2019
274,2020-01-01,1448,635,0,3,1396,111,71,284,224,1882,184,20,2057,29,1801,285,Nirmal,Jan,Q4,2019
275,2020-01-01,1911,744,0,0,1875,99,112,272,297,2409,231,15,2619,36,2258,397,Nagarkurnool,Jan,Q4,2019
276,2020-01-01,1421,475,0,2,1375,101,43,244,135,1739,138,21,1859,39,1724,174,Rajanna Sircilla,Jan,Q4,2019
277,2020-01-01,3095,1185,2,0,3008,209,275,342,448,3723,526,31,4184,98,3575,707,Mahabubnagar,Jan,Q4,2019
278,2020-01-01,1600,574,2,0,1561,99,113,216,187,1942,210,24,2110,66,1884,292,Jayashankar Bhupalpally,Jan,Q4,2019
279,2020-01-01,1483,446,0,16,1437,90,99,172,147,1735,184,24,1898,47,1709,236,Jangoan,Jan,Q4,2019
280,2020-01-01,2749,1397,4,2,2629,303,759,244,217,3043,1068,41,4022,130,3179,973,Vikarabad,Jan,Q4,2019
281,2020-01-01,2823,964,0,32,2727,219,120,450,303,3432,347,40,3676,143,3433,386,Siddipet,Jan,Q4,2019
282,2020-01-01,1539,578,0,4,1442,166,135,100,278,1800,276,45,2061,60,1710,411,Mancherial,Jan,Q4,2019
283,2020-01-01,3459,1037,0,0,3334,239,360,230,333,3869,585,42,4381,115,3819,677,Bhadradri Kothagudem,Jan,Q4,2019
284,2020-01-01,3460,856,0,0,3344,267,172,158,375,3792,427,97,4206,110,3790,526,Suryapet,Jan,Q4,2019
285,2020-01-01,2890,1166,0,16,2715,368,127,541,321,3534,483,55,3941,131,3656,416,Karimnagar,Jan,Q4,2019
286,2020-01-01,2067,672,0,470,1990,217,554,135,313,2403,782,24,3145,64,2350,859,Yadadri Bhuvanagiri,Jan,Q4,2019
287,2020-01-01,5536,1528,6,10,5181,650,298,245,706,6017,962,99,6858,222,6095,985,Warangal,Jan,Q4,2019
288,2020-01-01,1354,372,0,5,1302,103,92,24,210,1532,186,13,1709,22,1431,300,Adilabad,Jan,Q4,2019
289,2020-01-01,18560,3303,52,26,13383,4212,0,47,4299,17143,4273,504,20365,1576,17702,4239,Rangareddy,Jan,Q4,2019
290,2020-01-01,2075,490,0,6,2042,78,135,79,237,2316,229,26,2505,66,2210,361,Mahabubabad,Jan,Q4,2019
291,2020-01-01,4773,1179,2,46,4569,451,286,289,405,5201,709,90,5797,203,5324,676,Khammam,Jan,Q4,2019
292,2020-01-01,1014,358,6,2,1002,48,129,10,191,1177,182,19,1355,25,1060,320,Kumurambheem Asifabad,Jan,Q4,2019
293,2020-01-01,4285,1118,2,22,4045,507,275,209,391,4612,760,55,5303,124,4793,634,Nizamabad,Jan,Q4,2019
294,2020-01-01,1851,550,2,0,1788,145,176,95,199,2043,328,32,2309,94,2033,370,Medak,Jan,Q4,2019
295,2020-01-01,4524,1801,8,132,4085,861,551,382,586,4881,1480,100,6145,320,5352,1113,Sangareddy,Jan,Q4,2019
296,2020-01-01,16947,3842,29,40,14779,4085,0,19,1975,16259,4047,536,19269,1589,18953,1905,Medchal_Malkajgiri,Jan,Q4,2019
297,2020-01-01,5652,1300,4,193,5432,423,405,237,652,6208,863,78,7032,117,6122,1027,Nalgonda,Jan,Q4,2019
298,2020-01-01,2739,616,0,2,2651,200,133,186,187,2978,350,29,3250,107,3054,303,Kamareddy,Jan,Q4,2019
299,2020-01-01,1360,387,4,0,1349,52,81,141,128,1596,142,13,1701,50,1554,197,Wanaparthy,Jan,Q4,2019
300,2020-01-01,21294,2869,41,1402,19343,3448,1363,0,1452,20406,4728,466,23444,2162,22839,2767,Hyderabad,Jan,Q4,2019
301,2020-02-01,1617,432,6,0,1577,86,78,154,160,1859,179,17,2009,46,1832,223,Wanaparthy,Feb,Q4,2019
302,2020-02-01,1774,533,0,3,1730,76,41,201,262,2166,114,30,2243,67,2011,299,Jangoan,Feb,Q4,2019
303,2020-02-01,1647,439,0,0,1601,90,44,168,183,1925,136,25,2019,67,1866,220,Jayashankar Bhupalpally,Feb,Q4,2019
304,2020-02-01,4180,1261,2,0,4040,286,242,427,448,4830,531,82,5305,138,4771,672,Mahabubnagar,Feb,Q4,2019
305,2020-02-01,3655,982,2,22,3513,338,111,347,352,4155,418,87,4510,151,4231,430,Siddipet,Feb,Q4,2019
306,2020-02-01,2360,876,6,0,2308,115,107,408,304,2987,228,27,3193,49,2856,386,Nagarkurnool,Feb,Q4,2019
307,2020-02-01,2676,650,0,12,2606,145,81,298,208,3087,221,30,3276,62,3063,275,Nirmal,Feb,Q4,2019
308,2020-02-01,3470,793,0,3,3371,179,93,326,297,3957,276,33,4174,92,3886,380,Jagtial,Feb,Q4,2019
309,2020-02-01,1904,439,0,0,1886,59,45,124,229,2219,113,11,2237,106,2073,270,Jogulamba Gadwal,Feb,Q4,2019
310,2020-02-01,2304,663,0,8,2190,194,98,142,351,2624,297,54,2873,102,2534,441,Peddapalli,Feb,Q4,2019
311,2020-02-01,3744,1626,2,2,3600,342,871,330,231,4100,1209,65,5215,159,4284,1090,Vikarabad,Feb,Q4,2019
312,2020-02-01,2253,638,1,0,2162,170,134,92,334,2486,372,34,2786,106,2429,463,Mancherial,Feb,Q4,2019
313,2020-02-01,19062,3542,75,28,15029,4366,0,36,3276,17592,4365,734,20867,1840,19527,3180,Rangareddy,Feb,Q4,2019
314,2020-02-01,4995,1697,0,217,4794,424,438,387,866,5898,906,99,6762,147,5648,1261,Nalgonda,Feb,Q4,2019
315,2020-02-01,3039,744,0,16,2863,362,131,194,249,3262,462,75,3657,142,3437,362,Karimnagar,Feb,Q4,2019
316,2020-02-01,2457,804,2,32,2342,268,117,200,368,2849,375,71,3213,82,2826,469,Yadadri Bhuvanagiri,Feb,Q4,2019
317,2020-02-01,5263,1454,1,2,4959,590,178,195,798,5805,789,124,6462,258,5775,945,Warangal,Feb,Q4,2019
318,2020-02-01,2025,472,2,2,1945,139,81,73,263,2266,214,21,2471,30,2161,340,Adilabad,Feb,Q4,2019
319,2020-02-01,3287,1080,0,0,3121,272,251,288,435,3774,515,78,4244,123,3685,682,Bhadradri Kothagudem,Feb,Q4,2019
320,2020-02-01,2447,683,0,10,2407,83,130,154,366,2868,240,32,3072,68,2653,487,Mahabubabad,Feb,Q4,2019
321,2020-02-01,4677,1463,2,44,4448,384,280,614,460,5458,660,68,5993,193,5466,720,Khammam,Feb,Q4,2019
322,2020-02-01,1318,308,2,0,1298,42,91,4,193,1461,149,18,1594,34,1346,282,Kumurambheem Asifabad,Feb,Q4,2019
323,2020-02-01,2890,648,0,6,2848,110,211,166,209,3175,348,21,3393,151,3125,419,Medak,Feb,Q4,2019
324,2020-02-01,5311,1963,3,253,4849,887,602,533,659,5865,1509,154,7120,410,6309,1221,Sangareddy,Feb,Q4,2019
325,2020-02-01,19885,4336,46,44,17776,3971,0,34,2530,19437,3952,894,22371,1940,21884,2427,Medchal_Malkajgiri,Feb,Q4,2019
326,2020-02-01,23567,3153,48,1489,21330,3852,1463,0,1612,22377,5192,684,25709,2548,25241,3016,Hyderabad,Feb,Q4,2019
327,2020-02-01,3552,1178,2,2,3476,217,136,356,549,4244,386,104,4605,129,4070,664,Suryapet,Feb,Q4,2019
328,2020-02-01,5829,1173,7,27,5664,411,213,158,590,6338,628,70,6883,153,6277,759,Nizamabad,Feb,Q4,2019
329,2020-02-01,3738,661,0,8,3633,172,106,94,402,4066,290,51,4282,125,3903,504,Kamareddy,Feb,Q4,2019
330,2020-02-01,1942,467,0,4,1894,104,61,162,192,2223,152,38,2341,72,2164,249,Rajanna Sircilla,Feb,Q4,2019
331,2020-03-01,14783,2340,62,24,12372,3368,0,23,1446,13325,3127,745,15215,1994,15837,1372,Rangareddy,Mar,Q4,2019
332,2020-03-01,1564,384,0,2,1520,56,54,85,235,1806,122,22,1860,90,1673,277,Wanaparthy,Mar,Q4,2019
333,2020-03-01,19984,2116,454,2042,18419,2980,2006,2,1189,19270,4640,686,21833,2763,21495,3101,Hyderabad,Mar,Q4,2019
334,2020-03-01,17890,2386,32,28,14371,2813,0,36,3116,16979,2537,774,18278,2058,17272,3064,Medchal_Malkajgiri,Mar,Q4,2019
335,2020-03-01,4472,1195,12,241,4102,508,607,57,646,4689,1095,136,5486,434,4693,1227,Sangareddy,Mar,Q4,2019
336,2020-03-01,2569,798,0,2,2520,79,140,138,492,3120,229,20,3202,167,2743,626,Medak,Mar,Q4,2019
337,2020-03-01,4605,1089,16,22,4439,314,166,163,650,5216,466,50,5538,194,4966,766,Nizamabad,Mar,Q4,2019
338,2020-03-01,782,508,0,0,766,30,32,8,454,1221,58,11,1252,38,810,480,Kumurambheem Asifabad,Mar,Q4,2019
339,2020-03-01,2165,897,4,2,2115,64,60,147,682,2886,144,38,2912,156,2340,728,Mahabubabad,Mar,Q4,2019
340,2020-03-01,3469,634,0,0,3345,172,100,204,282,3771,278,54,3947,156,3735,368,Bhadradri Kothagudem,Mar,Q4,2019
341,2020-03-01,1426,738,0,0,1378,70,50,16,650,2038,116,10,2118,46,1470,694,Adilabad,Mar,Q4,2019
342,2020-03-01,4794,878,6,0,4483,431,102,140,522,4985,563,118,5285,393,5068,610,Warangal,Mar,Q4,2019
343,2020-03-01,2161,774,0,54,2053,140,104,217,475,2653,254,82,2850,139,2428,561,Yadadri Bhuvanagiri,Mar,Q4,2019
344,2020-03-01,2595,504,0,6,2419,246,70,134,236,2741,320,42,2976,129,2817,288,Karimnagar,Mar,Q4,2019
345,2020-03-01,4487,910,0,16,4275,326,126,331,355,4899,432,82,5130,283,4959,454,Khammam,Mar,Q4,2019
346,2020-03-01,4371,1614,0,74,4155,306,202,428,968,5421,510,128,5871,188,4905,1154,Nalgonda,Mar,Q4,2019
347,2020-03-01,3031,1059,0,2,2931,153,68,405,535,3712,231,149,3931,161,3505,587,Suryapet,Mar,Q4,2019
348,2020-03-01,1326,432,0,0,1284,52,18,100,304,1676,76,6,1712,46,1436,322,Rajanna Sircilla,Mar,Q4,2019
349,2020-03-01,1658,325,0,2,1622,52,40,84,187,1857,114,14,1838,147,1763,222,Jangoan,Mar,Q4,2019
350,2020-03-01,1837,549,2,0,1795,74,42,175,302,2228,126,22,2302,86,2054,334,Jayashankar Bhupalpally,Mar,Q4,2019
351,2020-03-01,3398,1017,4,1,3294,162,269,165,530,3947,439,32,4271,149,3633,787,Mahabubnagar,Mar,Q4,2019
352,2020-03-01,2859,674,4,35,2759,149,135,237,292,3242,278,52,3240,332,3165,407,Siddipet,Mar,Q4,2019
353,2020-03-01,2791,700,2,0,2733,87,42,160,471,3336,145,12,3403,90,3000,493,Nagarkurnool,Mar,Q4,2019
354,2020-03-01,3074,977,0,0,2990,98,72,82,809,3827,160,64,3899,152,3172,879,Kamareddy,Mar,Q4,2019
355,2020-03-01,2429,440,6,0,2353,108,26,138,250,2729,126,20,2748,127,2605,270,Jagtial,Mar,Q4,2019
356,2020-03-01,2496,233,0,0,2472,38,18,88,113,2645,52,26,2651,78,2600,129,Jogulamba Gadwal,Mar,Q4,2019
357,2020-03-01,1868,336,2,0,1744,168,46,80,168,1970,196,40,2100,106,2000,206,Peddapalli,Mar,Q4,2019
358,2020-03-01,2612,1667,4,4,2488,182,816,103,698,3246,1009,32,4115,172,2781,1506,Vikarabad,Mar,Q4,2019
359,2020-03-01,1952,811,2,6,1858,140,96,74,603,2506,224,41,2657,114,2080,691,Mancherial,Mar,Q4,2019
360,2020-03-01,1648,363,2,8,1598,76,50,111,186,1883,124,14,1979,42,1805,216,Nirmal,Mar,Q4,2019
361,2020-04-01,14,35,0,0,14,0,0,23,12,49,0,0,49,0,37,12,Warangal,Apr,Q1,2020
362,2020-04-01,4,30,0,0,2,2,0,8,22,32,2,0,34,0,12,22,Adilabad,Apr,Q1,2020
363,2020-04-01,34,37,0,0,34,0,0,29,8,71,0,0,69,2,63,8,Bhadradri Kothagudem,Apr,Q1,2020
364,2020-04-01,20,86,0,0,20,0,0,16,70,106,0,0,106,0,40,66,Mahabubabad,Apr,Q1,2020
365,2020-04-01,90,46,0,0,90,0,0,37,9,136,0,0,134,2,127,9,Khammam,Apr,Q1,2020
366,2020-04-01,6,0,0,0,6,0,0,0,0,6,0,0,6,0,6,0,Kumurambheem Asifabad,Apr,Q1,2020
367,2020-04-01,0,15,0,0,0,0,0,8,7,15,0,0,15,0,10,5,Medchal_Malkajgiri,Apr,Q1,2020
368,2020-04-01,0,87,0,0,0,0,0,37,50,87,0,0,87,0,37,50,Medak,Apr,Q1,2020
369,2020-04-01,4,62,0,0,4,0,0,44,18,64,0,2,64,2,48,18,Sangareddy,Apr,Q1,2020
370,2020-04-01,12,6,0,0,12,0,0,0,6,18,0,0,18,0,14,4,Hyderabad,Apr,Q1,2020
371,2020-04-01,4,37,0,0,4,0,0,31,6,41,0,0,41,0,37,4,Wanaparthy,Apr,Q1,2020
372,2020-04-01,8,35,0,0,8,2,0,3,30,41,2,0,39,4,13,30,Rangareddy,Apr,Q1,2020
373,2020-04-01,3,57,0,0,3,0,2,45,10,58,2,0,60,0,50,10,Nizamabad,Apr,Q1,2020
374,2020-04-01,51,111,0,1,51,0,1,81,30,162,1,0,163,0,132,31,Yadadri Bhuvanagiri,Apr,Q1,2020
375,2020-04-01,0,36,0,0,0,0,0,22,14,36,0,0,36,0,28,8,Rajanna Sircilla,Apr,Q1,2020
376,2020-04-01,34,160,0,0,34,0,0,45,115,194,0,0,192,2,87,107,Suryapet,Apr,Q1,2020
377,2020-04-01,31,217,0,0,31,0,0,139,78,248,0,0,248,0,171,77,Nalgonda,Apr,Q1,2020
378,2020-04-01,8,15,0,0,8,0,0,8,7,23,0,0,23,0,16,7,Mancherial,Apr,Q1,2020
379,2020-04-01,0,36,0,0,0,0,0,22,14,36,0,0,36,0,22,14,Vikarabad,Apr,Q1,2020
380,2020-04-01,0,19,0,0,0,0,0,18,1,19,0,0,19,0,18,1,Peddapalli,Apr,Q1,2020
381,2020-04-01,0,25,0,0,0,0,0,18,7,25,0,0,25,0,18,7,Jogulamba Gadwal,Apr,Q1,2020
382,2020-04-01,0,60,0,0,0,0,0,30,30,60,0,0,60,0,30,30,Jagtial,Apr,Q1,2020
383,2020-04-01,2,30,0,0,2,0,0,28,2,32,0,0,30,2,32,0,Nirmal,Apr,Q1,2020
384,2020-04-01,0,63,0,0,0,0,0,49,14,63,0,0,63,0,51,12,Nagarkurnool,Apr,Q1,2020
385,2020-04-01,4,88,0,0,4,0,0,76,12,92,0,0,92,0,80,12,Siddipet,Apr,Q1,2020
386,2020-04-01,0,49,0,0,0,0,0,34,15,49,0,0,49,0,36,13,Mahabubnagar,Apr,Q1,2020
387,2020-04-01,2,101,0,0,2,0,0,25,76,103,0,0,103,0,27,76,Jayashankar Bhupalpally,Apr,Q1,2020
388,2020-04-01,6,32,0,0,6,0,0,20,12,38,0,0,38,0,28,10,Jangoan,Apr,Q1,2020
389,2020-04-01,0,34,0,0,0,0,0,22,12,34,0,0,34,0,24,10,Karimnagar,Apr,Q1,2020
390,2020-04-01,4,43,0,0,2,2,0,34,9,43,2,2,47,0,38,9,Kamareddy,Apr,Q1,2020
391,2020-05-01,4447,315,8,8,3567,1010,0,28,173,3756,922,100,4368,410,4635,143,Rangareddy,May,Q1,2020
392,2020-05-01,4704,178,4,19,4101,713,6,0,85,4165,650,90,4483,422,4828,77,Hyderabad,May,Q1,2020
393,2020-05-01,983,163,6,0,969,32,2,102,47,1118,30,4,1148,4,1109,43,Wanaparthy,May,Q1,2020
394,2020-05-01,1490,107,0,2,1432,58,8,57,44,1528,66,5,1581,18,1547,52,Kamareddy,May,Q1,2020
395,2020-05-01,781,191,0,0,755,30,0,87,100,942,26,4,956,16,878,94,Rajanna Sircilla,May,Q1,2020
396,2020-05-01,985,381,0,0,965,22,4,229,146,1334,26,6,1356,10,1230,136,Jangoan,May,Q1,2020
397,2020-05-01,1233,323,2,0,1192,43,6,221,96,1505,43,10,1529,29,1456,102,Jayashankar Bhupalpally,May,Q1,2020
398,2020-05-01,2555,435,2,2,2453,124,28,245,144,2838,138,18,2958,36,2836,158,Mahabubnagar,May,Q1,2020
399,2020-05-01,1637,377,0,0,1557,86,10,286,75,1916,94,4,1969,45,1937,77,Siddipet,May,Q1,2020
400,2020-05-01,1494,508,0,0,1456,40,18,297,191,1942,56,4,1970,32,1797,205,Nagarkurnool,May,Q1,2020
401,2020-05-01,1600,191,2,0,1544,60,2,127,60,1727,56,10,1741,52,1739,54,Jagtial,May,Q1,2020
402,2020-05-01,1306,127,0,0,1260,52,0,87,34,1381,44,8,1395,38,1401,32,Jogulamba Gadwal,May,Q1,2020
403,2020-05-01,1343,163,0,0,1282,63,6,98,57,1433,65,8,1472,34,1449,57,Peddapalli,May,Q1,2020
404,2020-05-01,1543,227,0,2,1449,106,10,118,89,1652,116,4,1728,44,1681,91,Vikarabad,May,Q1,2020
405,2020-05-01,1285,128,0,0,1190,99,8,26,90,1298,107,8,1365,48,1317,96,Mancherial,May,Q1,2020
406,2020-05-01,1229,166,4,0,1185,50,6,114,44,1343,50,6,1370,29,1355,44,Nirmal,May,Q1,2020
407,2020-05-01,1596,575,0,0,1552,56,8,283,272,2089,52,30,2119,52,1915,256,Suryapet,May,Q1,2020
408,2020-05-01,3360,1127,0,0,3246,132,6,496,607,4333,124,30,4413,74,3891,596,Nalgonda,May,Q1,2020
409,2020-05-01,2678,199,2,2,2455,241,10,58,117,2630,230,21,2743,138,2766,115,Sangareddy,May,Q1,2020
410,2020-05-01,881,301,0,2,846,35,8,135,160,1137,45,2,1170,14,1020,164,Medak,May,Q1,2020
411,2020-05-01,2398,347,8,1,2260,164,16,182,132,2574,168,12,2696,58,2612,142,Nizamabad,May,Q1,2020
412,2020-05-01,505,64,0,2,486,17,4,4,60,548,21,2,563,8,507,64,Kumurambheem Asifabad,May,Q1,2020
413,2020-05-01,3004,569,0,4,2862,179,16,406,114,3368,189,20,3474,103,3453,124,Khammam,May,Q1,2020
414,2020-05-01,4870,288,8,10,4125,881,0,26,144,4273,815,88,4880,296,5042,134,Medchal_Malkajgiri,May,Q1,2020
415,2020-05-01,2510,592,2,0,2404,130,26,330,214,2932,148,24,3036,68,2868,236,Bhadradri Kothagudem,May,Q1,2020
416,2020-05-01,1040,78,0,2,1004,48,8,16,44,1064,54,2,1106,14,1068,52,Adilabad,May,Q1,2020
417,2020-05-01,2894,393,0,0,2710,214,10,206,147,3039,220,28,3230,57,3138,149,Warangal,May,Q1,2020
418,2020-05-01,1066,344,0,6,1040,34,2,216,124,1378,30,8,1394,22,1310,106,Yadadri Bhuvanagiri,May,Q1,2020
419,2020-05-01,1525,243,2,0,1423,107,12,124,104,1647,109,14,1730,40,1660,110,Karimnagar,May,Q1,2020
420,2020-05-01,2021,391,0,0,1999,22,8,205,178,2376,28,8,2392,20,2232,180,Mahabubabad,May,Q1,2020
421,2020-06-01,6338,879,0,0,5873,560,38,429,317,6571,579,67,7013,204,6870,347,Warangal,Jun,Q1,2020
422,2020-06-01,1708,268,2,0,1637,97,24,12,208,1856,112,10,1955,23,1746,232,Adilabad,Jun,Q1,2020
423,2020-06-01,3569,826,0,0,3328,273,51,483,260,4054,307,34,4277,118,4097,298,Bhadradri Kothagudem,Jun,Q1,2020
